DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,DIVIDEND,REVENUE,NET INCOME,P/E,P/SALES,CURRENT RATIO,DEBT RATIO,QUICK RATIO,GROSS PROFIT MARGIN,NET PROFIT MARGIN,RETURN ON ASSETS,RETURN ON EQUITY,THREE_WHITE_SOLDIERS,THREE_BLACK_CROWS,IDENTICAL_THREE_CROWS,THREE_LINE_STRIKE,MORNING_STAR,EVENING_STAR,THREE_OUTSIDE_UP,THREE_OUTSIDE_DOWN,ENGULFING,BELT_HOLD,ABANDONED_BABY,SEPARATING_LINES,DOJI_STAR,MA_200,MA_50,MA_20,EMA_12,EMA_7,EMA_5,EMA_3,PCT_CHANGE_1D,PCT_CHANGE_2D,PCT_CHANGE_3D,PCT_CHANGE_5D,PCT_CHANGE_1M,PCT_CHANGE_3M,PCT_CHANGE_6M,PCT_CHANGE_12M,LAG_P1,LAG_P2,LAG_P3,LAG_P4,LAG_P5,LAG_P10,LAG_P15,LAG_P21,DMI_POS,DMI_NEG,FISHER_TRANSFORM,FISHER_TRANSFORM_SIGNAL,MACD,MACD_SIGNAL,RSI,BB_UPPER,BB_LOWER,ATR,OVB,IWD_CLOSE,IWD_HIGH,IWD_LOW,IWD_OPEN,IWD_VOLUME,SPY_CLOSE,SPY_HIGH,SPY_LOW,SPY_OPEN,SPY_VOLUME,XLB_CLOSE,XLB_HIGH,XLB_LOW,XLB_OPEN,XLB_VOLUME,XLC_CLOSE,XLC_HIGH,XLC_LOW,XLC_OPEN,XLC_VOLUME,XLE_CLOSE,XLE_HIGH,XLE_LOW,XLE_OPEN,XLE_VOLUME,XLF_CLOSE,XLF_HIGH,XLF_LOW,XLF_OPEN,XLF_VOLUME,XLI_CLOSE,XLI_HIGH,XLI_LOW,XLI_OPEN,XLI_VOLUME,XLK_CLOSE,XLK_HIGH,XLK_LOW,XLK_OPEN,XLK_VOLUME,XLP_CLOSE,XLP_HIGH,XLP_LOW,XLP_OPEN,XLP_VOLUME,XLRE_CLOSE,XLRE_HIGH,XLRE_LOW,XLRE_OPEN,XLRE_VOLUME,XLU_CLOSE,XLU_HIGH,XLU_LOW,XLU_OPEN,XLU_VOLUME,XLV_CLOSE,XLV_HIGH,XLV_LOW,XLV_OPEN,XLV_VOLUME,XLY_CLOSE,XLY_HIGH,XLY_LOW,XLY_OPEN,XLY_VOLUME,CSCICP03USM665S,CPIAUCSL,GDPC1,INDPRO,PAYEMS,PPIACO,MRTSSM44X72USS,DGS10,DGS2,UNRATE
2014-03-05 00:00:00+00:00,57.71,58.0,57.55,57.8,3113500,0.0,3222000000.0,750000000.0,26.318266666666663,6.126225946617008,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.04099999999998,57.982199999999956,57.507000000000026,57.22750960295645,57.23601260569855,57.33353371513804,57.53225865020639,0.0003461405330562606,0.019220596014812186,0.015281925171262811,0.012259194395796813,-0.0001729804532089041,0.08037383177570079,0.23057270598254198,0.0,57.78,56.71,56.93,56.36,57.1,55.94,59.73,56.15,21.957093870780195,24.721281510773164,0.8566435871923557,0.39180015263033374,-0.2275549251320328,-0.2855729782995417,51.81581904669621,60.400296389929395,54.61370361007066,1.1934186998263312,49779300.0,77.2836303442,77.4213330709,77.1298082982,77.3079308253,943600,158.3468703377,158.6167558158,158.093852702,158.3384364165,88376859,39.6619006209,39.7116646117,39.4379626626,39.5872546348,4077800,0.0,0.0,0.0,0.0,0.0,60.4244633361,60.860916121,60.2651234305,60.8054935451,10865400,15.059718563,15.059718563,14.8765598238,14.9104781088,58649584,44.045521459,44.1964484314,43.9868276364,44.0790607862,11014900,32.034066081,32.0955349578,31.9725972042,32.0604098854,8930800,33.3901564918,33.5117892593,33.3823092165,33.468629245,8090900,0.0,0.0,0.0,0.0,0.0,29.5419405531,29.7704906297,29.5124502206,29.6967647986,9034600,51.6437683636,51.8762815779,51.5662639589,51.8504467763,10740200,60.0873090705,60.0873090705,59.8463171892,59.9623503172,7568100,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.7,0.33,6.7
2014-03-06 00:00:00+00:00,58.39,59.32,58.14,58.77,5178800,0.0,3222000000.0,750000000.0,26.75994,6.229036312849162,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.103149999999985,58.01839999999996,57.57400000000003,57.464815817886226,57.61950945427391,57.81235581009203,58.1511293251032,0.016782006920415427,0.017133956386292892,0.03632516311056255,0.04276082327892139,0.02333275291659409,0.07185847163961334,0.2573812580231065,0.0,57.8,57.78,56.71,56.93,56.36,57.29,59.89,57.81,27.746849099913817,22.515376775970488,1.3314855346573202,0.8566435871923557,-0.08765133775126088,-0.24598865018988553,56.33671684716482,60.51866568560466,54.62933431439539,1.216745935553022,54958100.0,77.5995365996,77.9478434967,77.4699340333,77.5266351561,2031000,158.7095289489,159.07218756,158.3721721013,158.7348307125,82516500,39.8111925931,40.026836553,39.7863105978,39.7946045962,6285200,0.0,0.0,0.0,0.0,0.0,60.860916121,60.9232665188,60.431391158,60.466030268,7788300,15.1072041621,15.1411224472,15.052934906,15.059718563,53411883,44.2970664131,44.3976843947,44.1629091042,44.2635270859,9427300,32.0779724216,32.1394412984,32.0077222767,32.0779724216,8665400,33.3823092165,33.4764765203,33.3783855788,33.4529346944,6145900,0.0,0.0,0.0,0.0,0.0,29.3944888907,29.659901883,29.3060178933,29.600921218,13764500,51.3251391441,52.0958773913,51.2131883372,51.9193395805,14206800,60.2390446995,60.3640034527,60.0069784434,60.1854909481,5255300,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.74,0.37,6.7
2014-03-07 00:00:00+00:00,59.06,59.2,57.52,58.42,3247200,0.0,3222000000.0,750000000.0,26.600573333333333,6.191939788950962,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.16149999999999,58.03599999999996,57.58050000000003,57.61176723051911,57.81963209070543,58.01490387339469,58.2855646625516,-0.0059554194316828735,0.01072664359861597,0.011076497057805446,0.026172492534691782,0.0022302281694974724,0.06102433708681443,0.2482905982905983,0.0,58.77,57.8,57.78,56.71,56.93,56.34,60.08,57.43,25.082800367179523,23.89694022066724,1.5406208606155523,1.3314855346573202,-0.004961617293375298,-0.19778324361058347,54.35500396050088,60.532024860132346,54.62897513986771,1.2498355115849489,51710900.0,77.7453394868,77.8992425343,77.3970325897,77.8263410907,907600,158.7770003184,159.3673748017,158.0769848597,159.3673748017,114513432,39.6370186255,39.9107205746,39.5126086487,39.9024265762,9034600,0.0,0.0,0.0,0.0,0.0,60.9786890947,61.1518846443,60.7431431473,61.1103177124,9852800,15.1750407322,15.2564446163,15.1133094534,15.2021753603,81474572,44.4396085537,44.6492293488,44.3306057403,44.5905355262,12752100,31.9813784723,32.183347639,31.8497472633,32.1657851027,7197400,33.4764765203,33.5078656216,33.3352255645,33.5000183463,4123200,0.0,0.0,0.0,0.0,0.0,29.4829598882,29.4829598882,29.1327621901,29.283900144,13812400,51.1959651362,51.6696031652,50.8687243161,51.600710361,12630300,60.1497884471,60.5603672079,60.0159040686,60.5603672079,4339900,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.8,0.38,6.7
2014-03-10 00:00:00+00:00,58.29,58.34,57.6,58.15,2563400,0.0,3222000000.0,750000000.0,26.477633333333333,6.163322470515208,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.221049999999984,58.05439999999996,57.51700000000003,57.69457227197771,57.90222406802907,58.059935915596455,58.2177823312758,-0.004621704895583778,-0.010549600136123938,0.006055363321799234,0.025392347028742712,-0.021373274991585367,0.05077701481749175,0.24678387650085765,0.0,58.42,58.77,57.8,57.78,56.71,56.75,55.25,58.29,23.877733991208707,22.74884675714027,1.4351506527509004,1.5406208606155523,0.038341857336511964,-0.15055822342116437,52.811671412450835,60.360146848120124,54.67385315187994,1.2191329750431668,49147500.0,77.648137562,77.7048386848,77.2512297026,77.6643378828,1051700,158.6926611065,158.7516985548,157.781797618,158.5324166039,74939176,39.6038426317,39.6287246271,39.2554946965,39.5209026471,4858000,0.0,0.0,0.0,0.0,0.0,61.0756786025,61.1172455344,60.5630197757,60.9163386969,8864500,15.1818243892,15.2632282734,15.083393526,15.1411224472,29046518,44.2467574222,44.3725298993,43.9658655569,44.3138360767,8201100,31.9286908636,32.029675447,31.80575311,31.9638159361,7557700,33.5078656216,33.5157128969,33.3823092165,33.3823092165,4901200,0.0,0.0,0.0,0.0,0.0,29.409234057,29.5235090953,29.2979080519,29.3944888907,10984400,51.4112551494,51.437089951,50.9375310044,51.1959651362,7775900,59.9891271929,60.1319371967,59.6767303098,60.1230115714,3274600,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.79,0.37,6.7
2014-03-11 00:00:00+00:00,58.23,58.3,56.5,56.86,3421700,0.0,3222000000.0,750000000.0,25.89025333333333,6.026595282433271,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,-100,0,0,0,51.27664999999999,58.04239999999996,57.40950000000002,57.566176537827296,57.6416680510218,57.6599572770643,57.5388911656379,-0.022184006878761764,-0.026703183841150335,-0.032499574612897764,-0.015922464520595425,-0.03643450262667347,0.036834427425237015,0.21159173236735573,0.0,58.15,58.42,58.77,57.8,57.78,56.89,55.15,59.42,21.442435081212537,26.661428858131462,1.0656372215929695,1.4351506527509004,-0.031073846099744173,-0.12666134795688033,46.07972714445665,60.180380545960034,54.63861945404001,1.2606234768257976,45725800.0,77.1297272966,77.8020406095,77.0244252115,77.688638364,1135100,157.9083064359,159.1565267719,157.5456478247,158.9288108998,99009013,39.1974367073,39.7033706132,39.1767017112,39.7033706132,6647400,0.0,0.0,0.0,0.0,0.0,60.3828964042,61.1934515762,60.1819895667,61.1518846443,12268000,15.0800695341,15.2157426743,15.046151249,15.2021753603,55530209,43.9281338137,44.4228388901,43.8149385844,44.4228388901,9575600,31.8584407187,32.0955349578,31.7706280376,31.9813784723,9456600,33.492171071,33.6255747514,33.4215455931,33.5941856501,10017400,0.0,0.0,0.0,0.0,0.0,29.3281356427,29.4903324713,29.1954291466,29.4460969726,7921000,51.307915943,51.6696031652,51.1915732199,51.4112551494,6031700,59.6410278088,60.221193449,59.4714409294,60.221193449,4390200,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.77,0.37,6.7
2014-03-12 00:00:00+00:00,56.52,57.08,56.01,57.06,1652300,0.0,3222000000.0,750000000.0,25.98132,6.047793296089385,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.33399999999999,58.040199999999956,57.276000000000025,57.4883032243154,57.49625103826635,57.45997151804287,57.29944558281895,0.003517411185367525,-0.018744625967325845,-0.023279698733310483,-0.012802768166089828,-0.044701155198392684,0.032573289902280145,0.19197827449341975,0.0,56.86,58.15,58.42,58.77,57.8,57.1,55.94,59.01,20.128236740443334,27.834080475960132,0.45437738358385343,1.0656372215929695,-0.06915083487630369,-0.115159245340765,47.20340413981678,59.83607343644267,54.71592656355738,1.2470075141953834,47378100.0,77.2107289006,77.2512297026,76.6809784106,76.8705221639,954500,157.9504760418,158.0095134901,156.7865949176,157.1408196076,104824323,39.1808487104,39.2720826934,39.0066747428,39.1227907212,5345300,0.0,0.0,0.0,0.0,0.0,60.3898242261,60.5422363098,59.8979488654,59.9602992632,9368700,15.052934906,15.059718563,14.9443963939,14.9850983359,39285402,43.8442854957,43.8526703275,43.5130846395,43.6682040279,12433300,31.9111283274,31.9462533999,31.6213464796,31.726721697,6356100,33.5627965489,33.5784910995,33.3352255645,33.3352255645,5203700,0.0,0.0,0.0,0.0,0.0,29.6967647986,29.7041373817,29.283900144,29.283900144,7798000,51.2993043425,51.3595855462,50.9031707183,51.0581795277,8822700,59.5517715565,59.6053253079,59.0430109182,59.3197053004,4786500,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.73,0.37,6.7
2014-03-13 00:00:00+00:00,57.16,57.4,55.77,55.85,2318800,0.0,3222000000.0,750000000.0,25.430366666666668,5.919545313469895,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,-100,0,0,0,0,51.38109999999999,58.01079999999995,57.07400000000001,57.23625657442072,57.084688278699765,56.923314345361916,56.57472279140947,-0.021205748335085928,-0.017762926486106223,-0.039552880481513286,-0.04968521354432531,-0.06745700450826508,0.012509064539521386,0.1713506711409396,0.0,57.06,56.86,58.15,58.42,58.77,56.36,57.29,59.73,20.082890643500203,25.291100176223267,-0.13071832534369096,0.45437738358385343,-0.19471940631233764,-0.13107127753507952,41.5604135391722,59.40441970468509,54.743580295314935,1.2743641203242841,45059300.0,76.5060149461,77.5023346749,76.3035109362,77.4699340333,1393000,156.179352592,158.5492844463,155.7407886901,158.4227756284,155014237,38.8988527629,39.4711386564,38.7661487876,39.3301406826,7924300,0.0,0.0,0.0,0.0,0.0,59.7871037136,60.5006693779,59.5571000238,60.4798859119,11272800,14.8833434808,15.1207714761,14.8494251957,15.1004205051,70055805,43.2238079423,44.1209010969,43.0393416427,44.0195284804,17725500,31.4808461898,32.0077222767,31.3666897043,31.9989410086,9397400,33.3980037671,33.7197420553,33.3430728399,33.5863383748,9738900,0.0,0.0,0.0,0.0,0.0,30.0064132895,30.0727665376,29.6746470492,29.7188825479,21433700,50.6017646998,51.4887595541,50.4941196932,51.4629247525,12551400,58.8287959126,59.8730940649,58.5610271556,59.8730940649,11268300,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.66,0.34,6.7
2014-03-14 00:00:00+00:00,55.61,55.98,55.23,55.44,1745200,0.0,3222000000.0,750000000.0,25.24368,5.87608938547486,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,-100,-100,0,0,0,0,0,51.42804999999999,57.97579999999996,56.84200000000002,56.959909409125224,56.673516209024825,56.42887623024128,56.007361395704734,-0.00734109221128032,-0.028391167192429068,-0.02497361941610976,-0.05100992810681282,-0.07723035952063917,0.003620564808110016,0.1688804554079697,0.0,55.85,57.06,56.86,58.15,58.42,56.93,56.34,59.89,19.213086074080806,27.314096016678377,-0.698275874225513,-0.13071832534369096,-0.323586869331308,-0.1695743958943252,39.823191848950934,58.82753368140181,54.85646631859823,1.2369095403011212,43314100.0,76.3521118985,76.7814203996,76.2711102946,76.279210455,1430900,155.7407886901,156.7022557057,155.5552424239,155.9010331927,153919598,38.8988527629,39.1227907212,38.8325007752,38.8988527629,6277300,0.0,0.0,0.0,0.0,0.0,59.8425262895,60.0780029587,59.63469163,59.7178254938,10653400,14.7883722826,14.9511800509,14.7748049686,14.8290742247,54387102,43.0561113063,43.3789273307,42.9890326519,43.1567292879,17127600,31.2876582913,31.5247525304,31.2613144869,31.419377313,8939800,33.4136983178,33.5588729112,33.2646000867,33.272447362,5299600,0.0,0.0,0.0,0.0,0.0,30.1464923688,30.2423359493,29.8884519596,29.910569709,12816200,50.3261934829,50.7223271072,50.3003586813,50.524260295,8006100,58.7752421612,59.1144159201,58.6235065322,58.766316536,4786100,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.65,0.36,6.7
2014-03-17 00:00:00+00:00,55.68,56.41,55.48,55.8,1437500,0.0,3222000000.0,750000000.0,25.4076,5.914245810055865,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4768,57.967599999999955,56.869500000000016,56.78146180772134,56.455137156768615,56.21925082016085,55.903680697852366,0.006493506493506551,-0.0008952551477171555,-0.02208201892744488,-0.04041272570937238,0.009954751131221684,-0.010111761575306022,0.16371220020855048,0.0,55.44,55.85,57.06,56.86,58.15,56.71,56.75,60.08,20.642034001086664,25.760139773344836,-1.0962625615283492,-0.698275874225513,-0.3921458575161836,-0.2140886882186969,42.111279518539334,58.77988713353673,54.9591128664633,1.2178445731367553,44751600.0,77.0487256927,77.1621279382,76.78952056,76.78952056,988500,157.1492535288,157.5203460611,156.4576719912,156.5251433607,98359454,39.2140247042,39.4545506595,39.0398507366,39.1393787181,5263900,0.0,0.0,0.0,0.0,0.0,60.1612061007,60.3482572942,59.9256601533,60.0780722369,10419200,14.9443963939,14.99866565,14.8969107948,14.9104781088,46298768,43.5843557098,43.7352826823,43.2321927741,43.2321927741,11471900,31.6564715521,31.7442842332,31.4369398492,31.498408726,16444900,33.6098802008,33.6569638527,33.468629245,33.5235601723,4161400,0.0,0.0,0.0,0.0,0.0,30.3455521129,30.3750424454,30.0506487882,30.2128456168,9633900,50.817054713,51.0322586102,50.5500950966,50.6362111019,6430200,59.1679696715,59.3330937383,59.0162340425,59.034085293,3231500,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.7,0.38,6.7
2014-03-18 00:00:00+00:00,55.97,56.81,55.84,56.79,1294700,0.0,3222000000.0,750000000.0,25.85838,6.019175977653631,3.275016139444803,0.2627943179606927,2.318269851517108,0.4770328988206083,0.2327746741154562,0.0705019740552735,0.1376904718193501,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5335,57.964999999999954,56.95150000000001,56.78277537576421,56.53885286757646,56.4095005467739,56.34684034892618,0.01774193548387104,0.024350649350649345,0.016830796777081325,-0.0012310939148786337,0.029737080689030027,-0.019001554672655074,0.16972193614830067,0.0,55.8,55.44,55.85,57.06,56.86,57.78,56.89,55.25,21.77916569742091,24.215324474902374,-1.244933938275493,-1.0962625615283492,-0.36241690686312467,-0.24375433194758245,47.97014473544769,58.692939347202774,55.210060652797246,1.202998532198416,46046300.0,77.5590357976,77.6238370808,77.097326655,77.097326655,1775500,158.270965047,158.4818130768,157.3010641102,157.469742534,101804519,39.4379626626,39.4711386564,39.2057307058,39.2803766919,4799300,0.0,0.0,0.0,0.0,0.0,60.6669371055,60.853988299,60.1958452106,60.3828964042,6995200,15.019016621,15.032583935,14.9545718794,14.9850983359,44120175,43.8191310003,43.9197489819,43.6515182126,43.6598191961,7434300,32.0691911535,32.1043162259,31.6740340883,31.6740340883,6864000,33.6805056787,33.7354366059,33.5627965489,33.664811128,3575000,0.0,0.0,0.0,0.0,0.0,30.3013166142,30.4266505272,30.2275907831,30.3602972792,7974500,51.3595855462,51.4629247525,50.8687243161,50.9203939193,6147200,59.4268128032,59.5338310498,59.1858209219,59.30185405,3222900,99.4795624707068,236.028,16654.247,101.7767,137986.0,207.0,429251.0,2.68,0.36,6.7
